event,year,date,company,tickers,speaker,announcement,category,summary,key_number,metric_value,metric_unit,ship_quarter,availability,quote,confidence,video_id,video_url
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,E3.S all-flash AI storage 90-bay scale-out storage,memory,Supermicro announced or highlighted an E3.S all-flash AI storage platform with a 90-bay 4U scale-out configuration. This is part of its broader AI data center building-block portfolio for storage-heavy deployments.,90 bay,90.0,count,,announced,"For example, uh MI355 for you and E3 S uh old flash um AI storage uh for you 90 bay uh scale out storage uh 400G uh highspeed uh data switch.",0.7,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-19,Supermicro,SMCI,Charles Liang,400G high-speed data switch,networking,Supermicro referenced a 400G high-speed data switch as part of its data center infrastructure product set. This supports the networking layer for AI rack and data center deployments.,400G,400.0,G,,announced,"For example, uh MI355 for you and E3 S uh old flash um AI storage uh for you 90 bay uh scale out storage uh 400G uh highspeed uh data switch.",0.68,VOdVO7qMzZs,https://www.youtube.com/watch?v=VOdVO7qMzZs
COMPUTEX,2025,2025-05-09,Wiwynn,6669.TW,AI Computing,Texas factory,other,Wiwynn committed to setting up a factory in Texas as part of its in-region delivery and resilience strategy for U.S. customers. This matters because 70% of Wiwynn revenue comes from America and U.S. policy uncertainty is pushing server supply chains onshore.,,,,,announced,"Now, starting from January and February after Trump was elected, we decided in March that we would set up a factory in Texas.",0.92,K9IxCWcc0hU,https://www.youtube.com/watch?v=K9IxCWcc0hU
COMPUTEX,2025,2025-05-09,Wiwynn,6669.TW,AI Computing,YTL partnership,partnership,"Wiwynn said it is partnering with Malaysia’s YTL, a green data-center and sovereign-AI infrastructure player near Wiwynn’s Johor factory. The partnership is positioned around scaling from rack delivery toward cluster-level AI infrastructure services.",,,,,announced,So I think we can talk about YTL because we are partnering with YTL.,0.82,K9IxCWcc0hU,https://www.youtube.com/watch?v=K9IxCWcc0hU
COMPUTEX,2025,2025-05-09,Wiwynn,6669.TW,AI Computing,PCBA automation and assembly automation program,other,"Wiwynn described an internal manufacturing automation program using material automation, AGVs, PCBA automation, robotic arms, fixture systems, and digital twins. The stated goal is to reduce online labor and move toward higher assembly automation for server manufacturing.",30% assembly automation,30.0,percent,,roadmap,"Our autosystem integration seamlessly adapts across multiple product lines, ensuring consistent quality, leveraging robotic arms and fixture systems for unmatched productivity, and propelling us toward 30% assembly automation.",0.78,K9IxCWcc0hU,https://www.youtube.com/watch?v=K9IxCWcc0hU
COMPUTEX,2026,2026-06-02,Arm,ARM;TSM,Rene Haas,Arm AGI CPU,cpu,Arm said its AGI CPU is now in production and shipping as a full system-oriented infrastructure CPU for agentic AI workloads. The pitch is higher rack-level density and energy efficiency versus comparable x86 systems.,Two times the performance per rack versus a comparable x86 system.,2.0,x,,shipping,Two times the performance per rack versus a comparable x86 system.,0.95,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM,Rene Haas,Arm AGI CPU air-cooled rack,server,Arm disclosed an air-cooled rack configuration for the Arm AGI CPU platform. The configuration targets dense CPU deployment for AI infrastructure within a 36 kW rack envelope.,"8,000 cores",8000.0,count,,announced,"An aircooled rack, 36 kW, 8,000 cores, and a liquid cooled rack that has over 45,000 cores, 200 kilowatts.",0.9,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM,Rene Haas,Arm AGI CPU liquid-cooled rack,server,"Arm disclosed a liquid-cooled rack configuration for the Arm AGI CPU platform. The configuration scales to over 45,000 cores for very high-density agentic AI infrastructure.","over 45,000 cores",45000.0,count,,announced,"An aircooled rack, 36 kW, 8,000 cores, and a liquid cooled rack that has over 45,000 cores, 200 kilowatts.",0.9,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM;ORCL,Rene Haas,Oracle and ByteDance join Arm AGI CPU family,partnership,Arm announced Oracle and ByteDance as new partners/customers for the Arm AGI CPU ecosystem. This expands validation of Arm’s server CPU push beyond the customers named at its March event.,,2.0,count,,announced,Oracle huge partner with OCI. We have a long history with Oracle. They've now joined the ARGIC CPU family as well as Bite Dance.,0.92,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM,Rene Haas,Arm AGI CPU 2 and AGI CPU 3 roadmap,roadmap,"Arm committed to a multigenerational AGI CPU roadmap, with AGI CPU 2 already underway and AGI CPU 3 planned. The roadmap is aligned with Arm’s compute subsystem cadence for partners and Arm’s own chips.",,,,,roadmap,ARM AGIC CPU 2 is already underway.,0.86,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM;NVDA,Rene Haas,Nvidia RTX Spark powered by Arm,platform,Arm highlighted Nvidia’s RTX Spark as an Arm-powered agentic AI PC platform using a custom Grace CPU paired with Blackwell GPU technology. The system is positioned to bring local agentic AI workloads to Windows-on-Arm PCs.,20 cores,20.0,count,,announced,20 cores ARMbased cores in the custom grace CPU.,0.9,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM;NVDA,Rene Haas,RTX Spark 128 GB memory configuration,memory,"Nvidia said the RTX Spark PC has 128 GB of memory, enabling large compressed AI models to run locally. Jensen Huang stated that with MVFP4 compression it could support a 100-billion-parameter model on the PC.",128 gigabytes memory,128.0,GB,,announced,"Well, if you look at the RTX Spark PC, it's got 128 gigabytes memory.",0.88,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM;NVDA,Rene Haas,MVFP4 numerical format,software,Nvidia described MVFP4 as a new numerical format created to compress large language models for local execution in RTX Spark-class systems. The format is intended to fit smarter AI models into system memory.,,,,,announced,And so we uh created a new uh numerical format called MVFP4 so that we can compress the large language models as much as possible and fit a very smart AI into the system memory.,0.87,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-02,Arm,ARM;NVDA;ADBE,Rene Haas,Adobe Photoshop and Premiere CUDA acceleration for agents,software,Nvidia said Adobe will rearchitect Photoshop and Premiere to be CUDA-accelerated and accessible to agentic systems. This is a concrete software ecosystem commitment to make creative tools faster and controllable by AI agents.,,,,,announced,Adobe announced they're going to rearchitect Adobe Photoshop and Premiere so that it's CUDA accelerated and a aentically accessible and so we're accelerating applications.,0.84,aEvEoDJoJQY,https://www.youtube.com/watch?v=aEvEoDJoJQY
COMPUTEX,2026,2026-06-01,ASUS,2357.TW;NVDA,ROG press event,ROG NUC 16 Edition 20,other,A compact anniversary-edition gaming mini PC with an NVIDIA RTX 5090 Laptop GPU and new removable stand for horizontal or vertical placement. It matters as ASUS is pushing flagship-class laptop GPU performance into a 3-liter desktop form factor.,3 L,3.0,L,,announced,The ROG Knock 16 Edition 20.,0.82,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW;AMD;NVDA,ROG press event,ROG G1000 Edition 20,other,A limited anniversary full-tower gaming desktop built around AMD Ryzen 9 X3D CPUs and an ROG Astral GeForce RTX 5090 GPU. It targets the highest-end desktop gaming segment with a massive chassis and custom cooling.,104 L,104.0,L,,announced,"And for those seeking ultimate performance, the ROG G1000 edition 20 is a massive 104 LRA tower engineer for flagship hardware with the limited anniversary look and the integrated enemy hollow for unique personalization.",0.86,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG Swift OLED PG27AQDP-G Edition 20,other,"A 27-inch anniversary OLED gaming monitor using tandem OLED technology, true-black glossy coating, and dual-mode high-refresh operation. It targets competitive gamers needing extremely fast response and refresh rates.",720 Hz,720.0,Hz,,announced,And what truly sets it apart is its versatile dual mode offering crystal clear QHD at 540 hertz and incredible HD at the 720 Hz.,0.88,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG Rapture GT-BE98 Pro Edition 20,networking,"An anniversary-edition flagship Wi-Fi 7 gaming router designed to prioritize game traffic for lower-latency, more stable play. It complements ASUS’s high-refresh display push with networking aimed at competitive gaming.",Wi-Fi 7,7.0,generation,,announced,"And complementing this, the ROG Rapture GTB 98 Pro Edition 20 routers delivers flagship Wi-Fi 7 performance, prioritizing the game traffic for ultra fast, stable connection, and smooth gameplay without slowdowns.",0.9,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG GR20 Edition 20,other,A premium open-frame modular aluminum PC case with multiple placement orientations and a focus on M.2 SSD thermal management. It is aimed at enthusiast DIY builders seeking high airflow and showcase flexibility.,,,,,announced,Starting with the RG GR20 Edition 20.,0.83,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW;NVDA,ROG press event,ROG Thor 3000W Titanium III Edition 20,other,"A 3000W high-end power supply using server-grade GaN MOSFET components and GPU-focused voltage stabilization. It is positioned for extreme multi-GPU and overclocking builds, including up to four RTX 5090 GPUs.","3,000 watt",3000.0,W,,announced,That's why we proud to introduce the RG Thor 3000 watt Titanium 3 edition 20 3000 W.,0.9,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW;NVDA,ROG press event,ROG Astral GeForce RTX 5090 Edition 20,gpu,"An anniversary-edition graphics card with a curved AMOLED display, liquid metal thermal interface, quad-fan cooling, and BTF connector support. It extends ASUS’s flagship RTX 5090 offering with higher-end cooling and customization features.",20%,20.0,%,,announced,"And for those who demand the ultimate visual experience from these extreme system, we are thrilled to unveil the ROG Astro GeForce RTX 1590 edition 20.",0.76,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW;AMD,ROG press event,ROG Crosshair X870E Edition 20,other,"A 20th-anniversary flagship AMD motherboard with enhanced power delivery, extensive M.2 support, copper VRM cooling, and collectible design elements. It anchors ASUS’s new extreme DIY PC ecosystem.",up to nine M.2 slot,9.0,count,,announced,"And to bring all these incredible components together and form the very foundation of your extreme system, we proudly present the ROG Crosshair X870E edition 20.",0.92,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG Ryujin 360 Edition 20,other,"A dedicated anniversary AIO liquid cooler paired with the Crosshair X870E Edition 20, using an Asetek Gen 10 V3 RX pump and cableless AIOQ connector. It is meant to deliver an integrated high-end cooling solution for ASUS’s flagship DIY platform.",360,360.0,mm,,announced,"In addition, this motherboard is paired with ROG new Gene 360 edition 20 as its dedicated cooling solution right out of the sandbox.",0.78,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,Tandem RGB OLED monitor GaN power and Neo Proximity upgrades,platform,"ASUS is rolling out upgraded proximity-sensor controls and gallium-nitride power supplies across its full tandem RGB OLED monitor lineup. The GaN power design reduces waste heat, supporting longer OLED lifespan without performance compromises.",35% less waste heat,35.0,%,2026Q3,announced,"Now, both of those upgrades, the proximity sensor and the new gallium nitride power, those ship across our full tandem RGB OLED lineup.",0.91,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG Swift OLED PG32UCWM,other,A new larger 32-inch sibling in ASUS’s tandem RGB OLED monitor lineup. It will be available in early Q3 alongside the previously announced PG27UCWM.,32 in,32.0,in,2026Q3,announced,"That includes the PG27 UCWM that we announced at CES, as well as its new larger sibling that we're announcing today, the 32 in PG32 UCWM.",0.94,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG Strix OLED XG259QWPG Ace,other,A 24-inch Full HD tandem WOLED esports monitor with true-black glossy coating and 540Hz refresh rate. ASUS positions it as the world’s first OLED esports monitor aimed directly at professional competitive players.,540 Hz,540.0,Hz,,announced,"We are incredibly proud to announce the ROG Stricks OLED XG259 QWPG Ace, the world's first OLED esports monitor, 24 in full HD and a tandem W OLED display featuring our true black glossy coating and a staggering 540 Hz refresh rate.",0.96,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW;INTC;NVDA,ROG press event,2026 ROG Strix Scar 18,other,"ASUS’s 2026 flagship gaming laptop with Intel Core Ultra 9 290HX Plus, NVIDIA GeForce RTX 5090 Laptop GPU, redesigned cooling, and a new 4K 240Hz mini-LED display. It is the company’s highest-power laptop yet for esports and hardcore gaming.",320 watts,320.0,W,,announced,"So, we made our new Strict Scar 18 capable of up to 320 watts of total sustained system power that drives an Intel Core Ultra 9 processor 290HX Plus and an Nvidia GeForce RTX 5090 laptop GPU.",0.95,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
COMPUTEX,2026,2026-06-01,ASUS,2357.TW,ROG press event,ROG Esport Global Instagram channel,software,"ASUS launched a dedicated ROG Esport Global Instagram channel for team status, real-time tournament information, and esports gear content. It is a concrete community and marketing commitment tied to ASUS’s esports push.",,,,,GA,"So, alongside all this gear, we're also excited to announce that our new ROG Esport Global Instagram channel is now online to provide the status of your favorite teams, real-time tournament info, and of course, the best ROG esports gear.",0.93,p0NpoymfgMU,https://www.youtube.com/watch?v=p0NpoymfgMU
